,member_casual,start_station_name,number_of_rides,average_duration
1456,casual,Stetson Ave & South Water St,4819,31.6993498
1457,casual,Clark St & Randolph St,4827,27.90341137
1458,casual,Green St & Randolph St*,4873,17.69315275
1459,casual,Peoria St & Jackson Blvd,4923,20.37885436
1460,casual,Shore Dr & 55th St,4935,42.91036812
1461,casual,Daley Center Plaza,5008,23.12399494
1462,casual,Bissell St & Armitage Ave*,5026,16.4600378
1463,casual,Southport Ave & Belmont Ave,5027,19.24028247
1464,casual,Ravenswood Ave & Lawrence Ave,5042,17.17628256
1465,casual,Southport Ave & Wellington Ave,5050,20.56583498
1466,casual,Milwaukee Ave & Wabansia Ave,5081,22.52114085
1467,casual,Kimbark Ave & 53rd St,5120,33.34437174
1468,casual,Clinton St & Lake St,5138,19.83258401
1469,casual,Greenview Ave & Fullerton Ave,5184,15.67099087
1470,casual,Wentworth Ave & Cermak Rd,5215,41.20130393
1471,casual,Ritchie Ct & Banks St,5257,24.38014394
1472,casual,Honore St & Division St,5269,20.02361928
1473,casual,LaSalle Dr & Huron St,5308,25.46817069
1474,casual,Burling St & Diversey Pkwy,5353,21.23806277
1475,casual,Kingsbury St & Erie St,5363,14.46576543
1476,casual,Sheridan Rd & Montrose Ave,5386,24.31675022
1477,casual,Orleans St & Merchandise Mart Plaza,5407,30.8216941
1478,casual,Franklin St & Illinois St,5479,23.92810732
1479,casual,Franklin St & Chicago Ave,5497,16.64547935
1480,casual,University Ave & 57th St,5548,27.00723985
1481,casual,Michigan Ave & Madison St,5568,45.92216535
1482,casual,Dearborn St & Monroe St,5585,33.57732319
1483,casual,Michigan Ave & Pearson St,5625,46.64509037
1484,casual,Lincoln Ave & Diversey Pkwy,5690,17.09008202
1485,casual,McClurg Ct & Erie St,5693,33.36859594
1486,casual,Mies van der Rohe Way & Chicago Ave,5727,33.97182644
1487,casual,Southport Ave & Wrightwood Ave,5731,16.36151631
1488,casual,Sedgwick St & Webster Ave,5814,23.70001433
1489,casual,Rush St & Superior St,5818,35.048751
1490,casual,Clinton St & Washington Blvd,5855,22.7529035
1491,casual,Broadway & Sheridan Rd,5889,22.33583234
1492,casual,Clark St & Lake St,5898,38.1867554
1493,casual,Pine Grove Ave & Irving Park Rd,5918,23.24618396
1494,casual,Damen Ave & Cortland St,5940,20.30515432
1495,casual,Wood St & Milwaukee Ave,5976,24.23646809
1496,casual,State St & Kinzie St,6006,36.9293845
1497,casual,Clark St & Winnemac Ave,6088,29.78933147
1498,casual,Field Blvd & South Water St,6091,40.58741312
1499,casual,Cityfront Plaza Dr & Pioneer Ct,6118,36.96140078
1500,casual,Milwaukee Ave & Grand Ave,6218,19.55232658
1501,casual,Buckingham Fountain,6224,55.40424968
1502,casual,Clark St & North Ave,6264,31.44481428
1503,casual,Wabash Ave & 9th St,6365,43.43581566
1504,casual,Canal St & Adams St,6376,28.61737505
1505,casual,Lakefront Trail & Bryn Mawr Ave,6436,45.15277605
1506,casual,California Ave & Milwaukee Ave,6520,25.29434049
1507,casual,Franklin St & Jackson Blvd,6524,26.33798283
1508,casual,Clark St & Grace St,6551,29.36909378
1509,casual,Desplaines St & Kinzie St,6594,16.20144576
1510,casual,Mies van der Rohe Way & Chestnut St,6630,34.32426848
1511,casual,Sedgwick St & North Ave,6802,27.58966235
1512,casual,Federal St & Polk St,6817,25.5984744
1513,casual,Stockton Dr & Wrightwood Ave,6853,25.79980057
1514,casual,Sheridan Rd & Irving Park Rd,6935,18.70219418
1515,casual,State St & Chicago Ave,6938,32.87526665
1516,casual,Halsted St & Dickens Ave,6958,21.40191865
1517,casual,Racine Ave & Belmont Ave,6976,17.6665496
1518,casual,Wilton Ave & Diversey Pkwy,7021,15.93798842
1519,casual,Broadway & Belmont Ave,7057,27.96847338
1520,casual,Wabash Ave & Wacker Pl,7059,43.0029159
1521,casual,Sheffield Ave & Webster Ave,7222,16.66278962
1522,casual,Kedzie Ave & Milwaukee Ave,7293,28.11108597
1523,casual,Columbus Dr & Randolph St,7311,35.9385401
1524,casual,Rush St & Cedar St,7338,28.05870355
1525,casual,Clark St & Wellington Ave,7398,20.56942867
1526,casual,Field Museum,7418,47.28764941
1527,casual,Clinton St & Madison St,7469,23.68720266
1528,casual,Lincoln Park Conservatory,7509,43.10874062
1529,casual,Sheffield Ave & Wellington Ave,7512,19.66866569
1530,casual,Halsted St & Clybourn Ave,7589,22.07108095
1531,casual,Pine Grove Ave & Waveland Ave,7628,29.20276612
1532,casual,Dearborn Pkwy & Delaware Pl,7741,27.61817379
1533,casual,Clark St & Schiller St,7830,20.59819498
1534,casual,State St & Randolph St,7842,37.56561676
1535,casual,Broadway & Waveland Ave,8121,19.43961745
1536,casual,Michigan Ave & Jackson Blvd,8127,54.3924675
1537,casual,Green St & Madison St,8139,21.28454356
1538,casual,Southport Ave & Waveland Ave,8149,18.21771588
1539,casual,Fairbanks Ct & Grand Ave,8170,34.08934313
1540,casual,Sheffield Ave & Wrightwood Ave,8239,16.83377635
1541,casual,Wabash Ave & Roosevelt Rd,8456,35.76693669
1542,casual,Broadway & Cornelia Ave,8467,24.2170072
1543,casual,Southport Ave & Roscoe St,8560,23.20687695
1544,casual,St. Clair St & Erie St,8563,39.27377477
1545,casual,Halsted St & Wrightwood Ave,8709,16.64387224
1546,casual,Wells St & Hubbard St,8802,24.29379686
1547,casual,Kingsbury St & Kinzie St,8813,20.40576799
1548,casual,Lincoln Ave & Fullerton Ave,8823,19.28633307
1549,casual,Sheffield Ave & Fullerton Ave,8977,26.64490736
1550,casual,Clark St & Drummond Pl,9187,21.32838613
1551,casual,Ashland Ave & Division St,9294,24.0529858
1552,casual,DuSable Lake Shore Dr & Wellington Ave,9330,35.40152733
1553,casual,Dearborn St & Erie St,9453,28.79213125
1554,casual,Damen Ave & Pierce Ave,9639,24.95955839
1555,casual,McClurg Ct & Ohio St,9640,40.33430844
1556,casual,Wells St & Huron St,9712,20.8556528
1557,casual,Halsted St & Roscoe St,9809,19.39224692
1558,casual,Wells St & Evergreen Ave,9818,21.40519115
1559,casual,Michigan Ave & Lake St,10105,47.01309253
1560,casual,Lakeview Ave & Fullerton Pkwy,10229,23.7729185
1561,casual,Sheffield Ave & Waveland Ave,10237,23.59730227
1562,casual,Larrabee St & Webster Ave,10518,21.211493
1563,casual,DuSable Lake Shore Dr & Diversey Pkwy,10572,29.45935963
1564,casual,DuSable Lake Shore Dr & Belmont Ave,10607,37.99804217
1565,casual,Clark St & Wrightwood Ave,10693,20.51662614
1566,casual,LaSalle St & Illinois St,10837,27.90409092
1567,casual,New St & Illinois St,10877,39.16073366
1568,casual,Michigan Ave & Washington St,11433,38.29269804
1569,casual,Michigan Ave & 8th St,11505,46.26745328
1570,casual,Adler Planetarium,11525,43.17604917
1571,casual,Wilton Ave & Belmont Ave,11729,27.12274988
1572,casual,Wabash Ave & Grand Ave,11824,41.7766661
1573,casual,Broadway & Barry Ave,12130,21.43750206
1574,casual,Clark St & Newport St,12143,18.90528425
1575,casual,Wells St & Elm St,12645,17.53148675
1576,casual,Montrose Harbor,12699,47.85715148
1577,casual,Clark St & Elm St,13132,22.38187253
1578,casual,Clark St & Lincoln Ave,13497,26.4876454
1579,casual,Indiana Ave & Roosevelt Rd,13825,42.80852321
1580,casual,Clark St & Armitage Ave,13922,23.76780276
1581,casual,Dusable Harbor,14293,48.2525467
1582,casual,Wells St & Concord Ln,16347,22.12448665
1583,casual,Theater on the Lake,18551,34.98604029
1584,casual,Shedd Aquarium,20568,46.16921107
1585,casual,DuSable Lake Shore Dr & North Blvd,23776,36.71653839
1586,casual,Michigan Ave & Oak St,25426,39.08812239
1587,casual,Millennium Park,25907,57.41167574
1588,casual,DuSable Lake Shore Dr & Monroe St,32532,47.25420407
1589,casual,Streeter Dr & Grand Ave,58586,47.63760056
1591,member,Ada St & 119th St,1,3.3
1592,member,Albany Ave & 103rd St,1,23.9
1593,member,Archer Park,1,4.016666667
1594,member,Ashland Ave & 73rd St,1,9.183333333
1595,member,Avenue J & 102nd St,1,2.75
1596,member,Avenue J & 112th St,1,3.516666667
1597,member,Avers Ave & Ogden Ave,1,7.6
1598,member,Avondale Ave & Addison St,1,15.1
1599,member,Bell Ave & 95th St,1,16.11666667
1600,member,Bennett Ave & 96th St,1,32.06666667
1601,member,Bensley Ave & 103rd St,1,46.73333333
1602,member,Buffalo Ave & 133rd St,1,3.716666667
1603,member,California Ave & Touhy Ave - SW,1,14.93333333
1604,member,Calumet Ave & 103rd St,1,5.55
1605,member,Central Ave & North Ave,1,38.7
1606,member,Christiana Ave & Bryn Mawr Ave,1,10.55
1607,member,Cicero Ave & Le Moyne St - midblock,1,7.3
1608,member,Corliss Ave & 103rd St,1,10.43333333
1609,member,Cottage Grove Ave & 92nd St,1,15.98333333
1610,member,Damen Ave & 80th St,1,42.43333333
1611,member,Divvy Valet - Oakwood Beach,1,16.21666667
1612,member,Drexel Ave & 87th St,1,3.566666667
1613,member,East End Ave & 75th St,1,3.583333333
1614,member,Ewing Ave & 96th St,1,21.38333333
1615,member,Grand Ave & North Ave,1,12.01666667
1616,member,Green St & 103rd St,1,12.88333333
1617,member,Hale Ave & 111th St,1,11.13333333
1618,member,Halsted St & 102nd St,1,33.75
1619,member,Hamilton Park,1,2.516666667
1620,member,Jeffery Blvd & 83rd St,1,41.2
1621,member,Kedvale Ave & Addison St,1,3.683333333
1622,member,Kedzie & 103rd St - West,1,4.666666667
1623,member,Kildare Ave & 63rd St,1,6.05
1624,member,Kildare Ave & Division Ave,1,13.1
1625,member,Kildare Ave & Washignton Blvd,1,25.81666667
1626,member,Lake Park Ave & 44th St,1,3.5
1627,member,Lawndale Ave & Polk St,1,28.26666667
1628,member,Lawrence Ave & 103rd St,1,10
1629,member,Longwood Dr & 95th St,1,26.68333333
1630,member,Lowe Ave & 98th St,1,21.8
1631,member,Lowe Park,1,5.483333333
1632,member,Mackinaw Ave & 108th St,1,32.78333333
1633,member,Mackinaw Ave & 85th St,1,3.8
1634,member,Marquette Ave & 83rd St,1,5.916666667
1635,member,Martin Luther King Dr & 69th St,1,40.56666667
1636,member,Maryland Ave & 87th ST,1,4.083333333
1637,member,McVicker Ave & Grand Ave,1,18.63333333
1638,member,Menard Ave & Belmont Ave,1,17.51666667
1639,member,Menard Ave & Madison St,1,28.7
1640,member,Michigan Ave & 102nd St,1,37.41666667
1641,member,Michigan Ave & 110th St,1,3.616666667
1642,member,Michigan Ave & 113th St,1,5.816666667
1643,member,Michigan Ave & 96th St,1,4.116666667
1644,member,New England Ave & Grace St,1,18.93333333
1645,member,Newcastle Ave & Belmont Ave,1,5.483333333
1646,member,Nordica Ave & Addison St,1,16.43333333
1647,member,Oglesby Ave & 105th St,1,16.16666667
1648,member,Percy Julian HS,1,18.83333333
1649,member,Piotrowski Park,1,16.88333333
1650,member,Pittsburgh Ave & Irving Park,1,3.616666667
1651,member,Plainfield Ave & Irving Park Rd,1,13.68333333
1652,member,Public Rack - 63rd & Western Ave N,1,6.666666667
1653,member,Public Rack - Al Raby School,1,3.5
1654,member,Public Rack - Ashland Ave & 83rd St,1,13.6
1655,member,Public Rack - Austin Ave & Wellington Ave - midblock,1,5.366666667
1656,member,Public Rack - Austin Blvd & North Ave,1,26.56666667
1657,member,Public Rack - Austin Branch Chicago Public Library,1,7.216666667
1658,member,Public Rack - Avenue J & 106th St,1,8.366666667
1659,member,Public Rack - Buffalo Ave & 89th St,1,15.43333333
1660,member,Public Rack - California Ave & Pershing Rd,1,15.26666667
1661,member,Public Rack - Calumet Ave & Garfield Blvd,1,3.116666667
1662,member,Public Rack - Canty Elementary School,1,5.566666667
1663,member,Public Rack - Claremont Ave & 71st St,1,7.983333333
1664,member,Public Rack - Clyde Ave & 87th St,1,0.65
1665,member,Public Rack - Colfax Ave & 83rd St,1,1.766666667
1666,member,Public Rack - Commercial Ave & 89th St,1,27.08333333
1667,member,Public Rack - Cottage Grove Ave & 87th St,1,17.73333333
1668,member,Public Rack - Cottage Grove Ave & 98th St,1,3.5
1669,member,Public Rack - Damen Ave & 47th St,1,9.75
1670,member,Public Rack - Damen Ave & 80th St,1,2.55
1671,member,Public Rack - East End Ave & 75th St,1,4.2
1672,member,Public Rack - Emerald Ave & 45th St,1,7.3
1673,member,Public Rack - Ewing Ave & 101st St,1,32.75
1674,member,Public Rack - Ewing Ave & 106th St NW,1,23.91666667
1675,member,Public Rack - Garfield Park Conservatory,1,15.83333333
1676,member,Public Rack - Green St & 103rd St,1,46.15
1677,member,Public Rack - Halsted St & 102nd St,1,8.25
1678,member,Public Rack - Halsted St & 109th St,1,7.116666667
1679,member,Public Rack - Halsted St & 113th St,1,71.06666667
1680,member,Public Rack - Halsted St & 41st St,1,31.43333333
1681,member,Public Rack - Harper Ave & 63rd St,1,6.416666667
1682,member,Public Rack - Homan Ave & Lake St,1,2.083333333
1683,member,Public Rack - Homan Ave & Roosevelt,1,21.53333333
1684,member,Public Rack - Independence Blvd & Roosevelt,1,5.983333333
1685,member,Public Rack - Jeffery Blvd & 67th St,1,9.05
1686,member,Public Rack - Jeffery Blvd & 83rd St,1,26.7
1687,member,Public Rack - Kedvale Ave & 26th St,1,6.4
1688,member,Public Rack - Kedvale Ave & 63rd St W,1,3.166666667
1689,member,Public Rack - Kedzie Ave & 64th St - SE,1,30.16666667
1690,member,Public Rack - Kedzie Ave & Arthington St,1,10.03333333
1691,member,Public Rack - Kedzie Ave & Chicago Ave,1,5.266666667
1692,member,Public Rack - Kedzie Ave &amp; 62nd Pl,1,8.683333333
1693,member,Public Rack - Keef Ave & South Chicago Ave,1,7.2
1694,member,Public Rack - Keeler Ave & 26th St,1,2.533333333
1695,member,Public Rack - Keeler Ave & 55th St,1,7.5
1696,member,Public Rack - Kenneth Ave & 63rd St E,1,8.266666667
1697,member,Public Rack - Kenneth Ave & 63rd St W,1,4.9
1698,member,Public Rack - Kildare Ave & 63rd St,1,5.416666667
1699,member,Public Rack - Kildare Ave & North Ave,1,61.03333333
1700,member,Public Rack - King Dr & 71st St,1,9.733333333
1701,member,Public Rack - Kostner Ave & Lake St,1,0.3
1702,member,Public Rack - Kostner Ave & Wrightwood Ave,1,19.73333333
1703,member,Public Rack - Lake Park Ave & 47th St,1,5.85
1704,member,Public Rack - Langley Ave & 49th St,1,106.7833333
1705,member,Public Rack - Langley Ave & Oakwood Blvd,1,192.4333333
1706,member,Public Rack - Lawndale Ave & 23rd St,1,2.866666667
1707,member,Public Rack - Longwood Dr & 111th St,1,10.68333333
1708,member,Public Rack - Loomis Blvd & 83rd St,1,7.5
1709,member,Public Rack - Mackinaw Ave & 106th St,1,7.466666667
1710,member,Public Rack - Maplewood Ave & 47th St,1,8.95
1711,member,Public Rack - Marshfield Ave & 87th St,1,10.78333333
1712,member,Public Rack - Martin Luther King Dr & 44th St,1,3.683333333
1713,member,Public Rack - May St & 78th St,1,9.383333333
1714,member,Public Rack - Michigan Ave & 96th St,1,15.88333333
1715,member,Public Rack - N Sayre Ave & W Belden Ave,1,36.85
1716,member,Public Rack - Neva Ave & Grand Ave,1,30.11666667
1717,member,Public Rack - Newcastle Ave & Belmont Ave,1,12.86666667
1718,member,Public Rack - Parnell Ave & 103rd St,1,22.7
1719,member,Public Rack - Paxton Ave & 79th St,1,27.5
1720,member,Public Rack - Percy Julian HS,1,4.983333333
1721,member,Public Rack - Perry Ave & 111th St,1,3.066666667
1722,member,Public Rack - Pulaski Rd & Polk St,1,32.71666667
1723,member,Public Rack - Pulaski Rd &amp; 65th St,1,11.4
1724,member,Public Rack - Rutherford Ave & Belmont Ave,1,30.28333333
1725,member,"Public Rack - Senka ""Edward Duke"" Park",1,5.333333333
1726,member,Public Rack - Springfield Ave & 63rd St,1,5.3
1727,member,Public Rack - Vincennes Ave & 95th St,1,7.166666667
1728,member,Public Rack - Walden Pkwy & 99th St,1,5.183333333
1729,member,Public Rack - Waller Ave & Chicago Ave,1,17.78333333
1730,member,Public Rack - Washington Park Ct & 51st St,1,12.41666667
1731,member,Public Rack - West Chatham Park,1,1.483333333
1732,member,Public Rack - Western Ave & 107th St,1,13.06666667
1733,member,Public Rack - Western Ave & 118th St,1,1.85
1734,member,Public Rack - Whipple St & 63rd St,1,18.73333333
1735,member,Public Rack - Yates Ave & 100th St,1,21.91666667
1736,member,Pulaski Rd & 40th St,1,8.55
1737,member,Pulaski Rd & 41st,1,16.78333333
1738,member,Pullman - Ross Dress for Less,1,4.7
1739,member,Rockwell & 111th St,1,6.1
1740,member,Sangamon St & 79th St,1,13.95
1741,member,Sawyer Ave & Bryn Mawr Ave - SE,1,9.383333333
1742,member,"Senka ""Edward Duke"" Park",1,5.35
1743,member,Spaulding Ave & Foster Ave,1,10.08333333
1744,member,St Louis Ave & Berteau Ave,1,14.55
1745,member,Stony Island Ave & 86th St,1,4.8
1746,member,Torrence Ave  & 106th St,1,3.15
1747,member,Troy & 111th St,1,11.3
1748,member,Tuley (Murray) Park,1,17.63333333
1749,member,Vincennes Ave & 99th St,1,45
1750,member,Wentworth Ave & 103rd St,1,7.333333333
1751,member,Wentworth Ave & 79th St,1,14.51666667
1752,member,Whippie St & 26th St,1,15.13333333
1753,member,William Rainey Harper High School,1,10.31666667
1754,member,Wolcott Ave & 61st St,1,20.55
1755,member,Abbott Park,2,2.358333333
1756,member,Ashland Ave & 45th St - midblock south,2,2.925
1757,member,Ashland Ave & 76th St,2,0.95
1758,member,Austin Ave & Wrightwood Ave,2,28.33333333
1759,member,Austin Blvd & North Ave,2,53.64166667
1760,member,Avenue J & 106th St,2,13.19166667
1761,member,Avenue M & 132nd St,2,3.975
1762,member,Avers Ave & Archer Ave,2,12.70833333
1763,member,Baltimore Ave & 133rd St,2,4.908333333
1764,member,California Ave & Ogden Ave,2,6.441666667
1765,member,Canty Elementary School,2,19.24166667
1766,member,Chase Ave & Touhy Ave - NE,2,23.49166667
1767,member,Cicero Ave & Cortland St - midblock,2,20.86666667
1768,member,Cicero Ave & North Ave,2,3.4
1769,member,Colfax Ave & 83rd St,2,8.408333333
1770,member,Cottage Grove & 84th St,2,30.35
1771,member,DIVVY CASSETTE REPAIR MOBILE STATION,2,0.283333333
1772,member,Eggleston Ave & 115th St,2,84.84166667
1773,member,Emerald Ave & 43rd St,2,15.21666667
1774,member,Ewing Ave & 101st St,2,8.408333333
1775,member,Ewing Ave & 105th St,2,42.78333333
1776,member,Ewing Ave & 106th St,2,14.00833333
1777,member,Halsted St & 64th St,2,43.625
1778,member,Halsted St & 95th St - SW,2,4.466666667
1779,member,Hamilton Ave & 95th St,2,3.95
1780,member,Hamlin Ave & Grand Ave,2,22.55833333
1781,member,Indiana Ave & 133rd St,2,13.975
1782,member,Justine St & 87th St,2,35.025
1783,member,Kedvale Ave & 63rd St,2,7.516666667
1784,member,Kenneth Ave & 63rd St,2,2.633333333
1785,member,Kilbourn Ave & Fullerton Ave,2,11.94166667
1786,member,Kostner Ave & North Ave,2,4.033333333
1787,member,Lorel Ave & Chicago Ave,2,5.1
1788,member,Morgan St & 103rd St,2,38.425
1789,member,Morgan St & 87th St,2,11.70833333
1790,member,Mt Greenwood Library - South,2,19.675
1791,member,Newland Ave & Diversey Ave,2,12.88333333
1792,member,Oketo Ave & Belmont Ave,2,3.783333333
1793,member,Pubic Rack - Pulaski Rd & 41st,2,21.675
1794,member,Public Rack - 10557 S Western Ave,2,23.90833333
1795,member,Public Rack - 532 E 43rd St,2,6.208333333
1796,member,Public Rack - Austin Ave & Wellington Ave,2,5.041666667
1797,member,Public Rack - Bensley Ave & 103rd St,2,12.775
1798,member,Public Rack - Central Ave & Corcoran Pl,2,37.35
1799,member,Public Rack - Central Park Ave & 16th St,2,26.11666667
1800,member,Public Rack - Cottage Grove & 85th St,2,7.891666667
1801,member,Public Rack - Ewing Ave & 106th St,2,63.61666667
1802,member,Public Rack - Ewing Ave & 107th St,2,8.158333333
1803,member,Public Rack - Francisco Ave & Touhy Ave,2,14.96666667
1804,member,Public Rack - Halsted St & 63rd St,2,7.775
1805,member,Public Rack - Halsted St & 95th St - SW,2,20.7
1806,member,Public Rack - Harriet E Sayre Public School,2,25.19166667
1807,member,Public Rack - Harvey Ave & North Ave,2,13.375
1808,member,Public Rack - Jeffrey Blvd & 71st St,2,3.066666667
1809,member,Public Rack - Kedzie Ave & 54th St - SW,2,3.6
1810,member,Public Rack - Kedzie Ave & 60th St,2,5.258333333
1811,member,Public Rack - Kedzie Ave & 61st Pl W,2,4.791666667
1812,member,Public Rack - Kedzie Ave & 64th St - SW,2,153.5416667
1813,member,Public Rack - Kingston Ave & 75th St,2,21.9
1814,member,Public Rack - Kolin Ave & Archer Ave,2,9.041666667
1815,member,Public Rack - Komensky Ave & 63rd St,2,7.058333333
1816,member,Public Rack - Laporte Ave & Armitage Ave,2,9.075
1817,member,Public Rack - Longwood Dr & 95th St,2,3.75
1818,member,Public Rack - Loomis Blvd & 47th St,2,16.63333333
1819,member,Public Rack - Menard Ave & Agusta Blvd,2,5.425
1820,member,Public Rack - Menard Ave & Belmont Ave,2,12.925
1821,member,Public Rack - Morgan St & 95th St,2,13.2
1822,member,Public Rack - N Narragansett Ave & Grand Ave,2,5.558333333
1823,member,Public Rack - Peterson Ave & Drake Ave,2,19.6
1824,member,Public Rack - Prairie Ave & Garfield Blvd N,2,7.741666667
1825,member,Public Rack - Pulaski Rd & 15th St,2,7.016666667
1826,member,Public Rack - Pulaski Rd & 40th St,2,19.74166667
1827,member,Public Rack - Pulaski Rd & 51st Rd,2,8.983333333
1828,member,Public Rack - Pulaski Rd & 5th Ave,2,17.94166667
1829,member,Public Rack - Richmond St & Thorndale Ave,2,11.15
1830,member,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,2,4.458333333
1831,member,Public Rack - Sawyer Ave & Chicago Ave,2,34.06666667
1832,member,Public Rack - Wabash Ave & 87th St,2,28.425
1833,member,Public Rack - Western Ave & 104th St - West,2,9.25
1834,member,Public Rack - Western Ave & 92nd Pl,2,30.06666667
1835,member,Public Rack - Wood St & 103rd St,2,13.45
1836,member,Public Rack - Woodlawn Ave & 63rd St S,2,4.966666667
1837,member,Public Rack - Zapata Academy,2,36.35833333
1838,member,Rhodes Ave & 79th St,2,12.10833333
1839,member,Robert Fulton Elementary School,2,13.56666667
1840,member,Sacramento Blvd & Washington Blvd,2,18.61666667
1841,member,Sawyer Ave & 111th St,2,17.76666667
1842,member,State St & 47th st,2,8.675
1843,member,Wallace St & 112 St,2,19.65
1844,member,Washtenaw Ave & 63rd St,2,3.85
1845,member,WestChi,2,3.808333333
1846,member,Western Ave & 100th St,2,9.358333333
1847,member,Western Ave & 111th St - NW,2,11.325
1848,member,Western Ave & 111th St - SW,2,12.475
1849,member,Albany Ave & 111th St - NW,3,9.127777778
1850,member,Austin Ave & Wellington Ave - midblock,3,11.19444444
1851,member,Avenue L & 114th St,3,10.7
1852,member,Chase Ave & Touhy Ave - NW,3,5.161111111
1853,member,Cottage Grove & 85th St,3,8.427777778
1854,member,Hastings WH 2,3,1.022222222
1855,member,Houston Ave & 91st St,3,21.47222222
1856,member,Karlov Ave & Milwaukee Ave,3,7.594444444
1857,member,Kedzie Ave & 64th St - SE,3,10.16666667
1858,member,Kimbark Ave & 63rd St,3,17.52777778
1859,member,Lafayette Ave & 87th St - NW,3,6.961111111
1860,member,Latrobe Ave & Lake St,3,18.32777778
1861,member,Lincoln Ave & Roscoe St - Charging,3,0.522222222
1862,member,Longwood Dr & 111th St,3,17.60555556
1863,member,McCormick Blvd & Devon Ave,3,5.755555556
1864,member,Menard Ave & Agusta Blvd,3,12.04444444
1865,member,N Sayre Ave & W Belden Ave,3,17.52777778
1866,member,Oleander Ave & Addison St,3,3.472222222
1867,member,Ozark Ave & Addison St,3,25.46111111
1868,member,Public  Rack - Albany Ave & 63rd St,3,16.55
1869,member,Public Rack - Ashland Ave & 76th St,3,21.21666667
1870,member,Public Rack - Chase Ave & Touhy Ave - NW,3,8.027777778
1871,member,Public Rack - Cornell Ave & 87th Pl,3,14.73333333
1872,member,Public Rack - Division St & Christiana Ave,3,7.966666667
1873,member,Public Rack - Halsted St & 76th St,3,29.73888889
1874,member,Public Rack - Homan Ave & 26th St,3,10.23888889
1875,member,Public Rack - Karlov Ave & 26th St,3,13.25555556
1876,member,Public Rack - Kimbark Ave & 63rd St,3,15.68888889
1877,member,Public Rack - Laramie Ave & Grand Ave,3,11.34444444
1878,member,Public Rack - Latrobe Ave & Lake St,3,15.27777778
1879,member,Public Rack - Marquette Rd & 67th St,3,10.47777778
1880,member,Public Rack - Marshfield Ave & 45th St,3,5.533333333
1881,member,Public Rack - McVicker Ave & Grand Ave,3,8.883333333
1882,member,Public Rack - Michigan Ave & 113th St,3,2.933333333
1883,member,Public Rack - Midway Orange Line,3,11.34444444
1884,member,Public Rack - Oketo Ave & Belmont Ave,3,9.466666667
1885,member,Public Rack - Peterson Ave & Bernard Ave,3,12.87222222
1886,member,Public Rack - Pulaski Rd & Lake St,3,11.87222222
1887,member,Public Rack - Pullman Community Center,3,7.838888889
1888,member,Public Rack - Racine Ave & 76th,3,12.49444444
1889,member,Public Rack - Stony Island & 87th St,3,14.48333333
1890,member,Public Rack - Talman Ave & Pershing Rd,3,9.855555556
1891,member,Public Rack - Vincennes Ave & 77th St,3,15.00555556
1892,member,Public Rack - Whipple St & 26th St,3,6.85
1893,member,Pullman - Planet Fitness,3,7.555555556
1894,member,Racine Ave & 76th,3,11.61666667
1895,member,Rutherford Ave & Belmont Ave,3,13.91666667
1896,member,Springfield Ave & 63rd St,3,5.166666667
1897,member,Western Ave & 104th St - East,3,6.861111111
1898,member,Western Ave & 116th St,3,33.82222222
1899,member,Albany Ave & 63rd St,4,38.575
1900,member,Ashland Ave & 46th St,4,19.89166667
1901,member,Ashland Ave & 71st St,4,21.425
1902,member,California Ave & Pershing Rd,4,10.78333333
1903,member,California Ave & Touhy Ave - NW,4,11.6
1904,member,Chappel Ave & 71st St,4,11.4125
1905,member,Emerald Ave & 45th St,4,10.4
1906,member,Forrestville Ave & 47th St,4,16.90416667
1907,member,Halsted St & 76th St,4,9.558333333
1908,member,Hamlin Ave & Chicago Ave,4,7.633333333
1909,member,Harvey Ave & North Ave,4,12.5625
1910,member,Hiawatha Park,4,28.8125
1911,member,Ingleside Ave & 79th St,4,10
1912,member,Kedzie Ave & 64th St - SW,4,20.07916667
1913,member,Keeler Ave & Madison St,4,4.3125
1914,member,Keeler Ave & Roosevelt Rd,4,18.72916667
1915,member,Laflin St & 51st St,4,24.42916667
1916,member,Langley Ave & 105th Pl,4,9.8375
1917,member,Linder Ave & Belmont Ave,4,8.25
1918,member,Marquette Ave & 79th St,4,8.308333333
1919,member,Martin Luther King Dr & 44th St,4,9.033333333
1920,member,Menard Ave & Dakin St - midblock,4,24.31666667
1921,member,Menard Ave & Grand Ave,4,7.120833333
1922,member,Muskegon Ave & 89th St,4,31.58333333
1923,member,Public Rack - Ashland Ave & 45th St,4,18.29166667
1924,member,Public Rack - Ashland Ave & 91st St,4,11.90833333
1925,member,Public Rack - Eli Whitney Public School,4,29.77083333
1926,member,Public Rack - Hamilton Ave & 95th St,4,8.658333333
1927,member,Public Rack - Hamlin Ave & Madison St,4,134.6333333
1928,member,Public Rack - Kedvale Ave & Addison St,4,15.43333333
1929,member,Public Rack - Kedzie Ave & 54th Pl,4,2.4125
1930,member,Public Rack - Kedzie Ave & 61st Pl E,4,14.5625
1931,member,Public Rack - Komensky Ave & 26th St,4,5.366666667
1932,member,Public Rack - Leclaire Ave & Division St,4,15.39583333
1933,member,Public Rack - Legler Regional Library,4,22.9
1934,member,Public Rack - Linder Ave & Belmont Ave,4,7.770833333
1935,member,Public Rack - Lorel Ave & Chicago Ave,4,4.970833333
